Entity,Code,Year,"GDP per capita, PPP (constant 2017 international $)",labor_productivity_per_hour_PennWorldTable_3.Productivity: output per hour worke,country-level-government-spending-vs-income (2).Government Expenditure (IMF base
Argentina,ARG,1990,14144.76367,9.34559,11.691373
Argentina,ARG,1991,15221.79199,10.72936,12.318349
Argentina,ARG,1992,16209.32617,12.5184765,13.69316
Argentina,ARG,1993,17312.03516,14.229115,14.39733
Argentina,ARG,1994,18092.02148,16.264364,15.41488
Argentina,ARG,1995,17362.52148,19.057482,16.0295
Argentina,ARG,1996,18104.69727,23.936634,15.63246
Argentina,ARG,1997,19347.53711,23.406992,27.54089
Argentina,ARG,1998,19866.24414,22.246105,28.48897
Argentina,ARG,1999,18981.16797,20.943682,31.87244
Argentina,ARG,2000,18625.2832,20.869158,32.26813
Argentina,ARG,2001,17610.75586,20.300793,34.40069
Argentina,ARG,2002,15523.03906,18.544622,55.7023
Argentina,ARG,2003,16714.66992,19.140049,38.04403
Argentina,ARG,2004,18032.61133,19.305756,40.17721
Argentina,ARG,2005,19426.43945,19.672619,37.19302
Argentina,ARG,2006,20777.65234,20.713331,35.85573
Argentina,ARG,2007,22424.11719,21.948978,38.14186
Argentina,ARG,2008,23103.45703,23.103422,37.77452
Argentina,ARG,2009,21519.89453,22.24469,41.74966
Argentina,ARG,2010,23521.26953,24.664722,42.00562
Argentina,ARG,2011,24647.62891,27.121876,43.26559
Australia,AUS,1990,31016.41602,34.717422,40.3990529
Australia,AUS,1991,30502.60547,35.753605,42.16800593
Australia,AUS,1992,30259.41797,37.43999,41.70493175
Australia,AUS,1993,31173.47461,38.279926,41.90938027
Australia,AUS,1994,32073.02734,38.63741,41.91699031
Australia,AUS,1995,32902.76953,39.189438,40.8874751
Australia,AUS,1996,33724.97266,41.00176,39.38242169
Australia,AUS,1997,34653.19141,42.7722,37.52386124
Australia,AUS,1998,35876.22266,43.82873,37.34401246
Australia,AUS,1999,37219.64063,45.23416,36.65006639
Australia,AUS,2000,38217.44922,45.415455,37.64208263
Australia,AUS,2001,38474.15234,47.16524,36.95777722
Australia,AUS,2002,39533.22266,47.55953,36.19652507
Australia,AUS,2003,40262.91406,48.647198,36.27667557
Australia,AUS,2004,41472.53906,49.612198,36.18753726
Australia,AUS,2005,42222.27344,51.532955,35.31631168
Australia,AUS,2006,42738.46484,51.622116,35.03793491
Australia,AUS,2007,44072.88281,51.45444,34.86655986
Australia,AUS,2008,44743.66016,52.85944,37.35211789
Australia,AUS,2009,44649.16016,53.129284,38.57650805
Australia,AUS,2010,44914.98047,56.738533,38.40038
Australia,AUS,2011,45389.17188,58.76907,36.743112
Austria,AUT,1990,37494.55859,31.620522,54.92958
Austria,AUT,1991,38399.67578,32.5917,56.21576
Austria,AUT,1992,38774.49219,34.509747,57.11526
Austria,AUT,1993,38658.64844,35.524967,60.31203
Austria,AUT,1994,39435.21094,37.20332,59.79424
Austria,AUT,1995,40425.39453,39.36852,60.39174
Austria,AUT,1996,41319.375,39.323376,59.87065
Austria,AUT,1997,42136.66406,40.81398,57.20946
Austria,AUT,1998,43597.89063,42.53225,57.41596
Austria,AUT,1999,45060.61719,43.386806,56.91652
Austria,AUT,2000,46469.85938,45.390182,55.54919
Austria,AUT,2001,46878.91797,44.377754,54.80785
Austria,AUT,2002,47419.27734,45.44068,54.00186
Austria,AUT,2003,47633.11328,46.49087,54.40004
Austria,AUT,2004,48633.27344,48.04215,56.71067
Austria,AUT,2005,49387.02734,52.797462,52.96992
Austria,AUT,2006,50840.69531,53.47992,52.00873
Austria,AUT,2007,52565.07422,54.648876,51.47672
Austria,AUT,2008,53166.05469,55.810387,51.99422
Austria,AUT,2009,51030.72656,54.958294,55.69787
Austria,AUT,2010,51843.42969,56.444805,55.17099
Austria,AUT,2011,53179.14844,57.740795,52.71051
Bangladesh,BGD,1990,1517.729248,2.0360405,13.1601594
Bangladesh,BGD,1991,1534.525146,2.0363715,13.03677859
Bangladesh,BGD,1992,1582.313599,2.0315714,12.902535
Bangladesh,BGD,1993,1621.326904,2.0196857,14.16165814
Bangladesh,BGD,1994,1648.734009,2.047829,14.53441822
Bangladesh,BGD,1995,1696.567871,2.0752869,15.17462224
Bangladesh,BGD,1996,1735.921997,2.0698934,14.43332291
Bangladesh,BGD,1997,1775.964111,2.005104,14.47574533
Bangladesh,BGD,1998,1829.503784,1.9297974,14.49960685
Bangladesh,BGD,1999,1876.598999,1.8166075,13.05904763
Bangladesh,BGD,2000,1937.729248,1.8243959,14.82365272
Bangladesh,BGD,2001,1998.066284,1.8358469,16.39801314
Bangladesh,BGD,2002,2037.236328,1.8910693,16.07581012
Bangladesh,BGD,2003,2097.168701,1.9046307,15.97544215
Bangladesh,BGD,2004,2171.688721,1.9024031,15.26783995
Bangladesh,BGD,2005,2279.53125,1.9349834,15.83002209
Bangladesh,BGD,2006,2399.082275,2.0549672,15.88033904
Bangladesh,BGD,2007,2537.111084,2.224288,15.32731018
Bangladesh,BGD,2008,2659.049316,2.424032,18.39041417
Bangladesh,BGD,2009,2762.18042,2.5682456,17.02778433
Bangladesh,BGD,2010,2883.466797,2.787817,16.71956462
Bangladesh,BGD,2011,3034.951172,3.2355232,17.99112519
Belgium,BEL,1990,35506.92578,40.869923,63.9857
Belgium,BEL,1991,36023.68359,42.31519,64.7183
Belgium,BEL,1992,36426.99219,44.594162,64.6525
Belgium,BEL,1993,35935.95703,46.442467,65.6678
Belgium,BEL,1994,36981.44922,47.816906,61.78788
Belgium,BEL,1995,37784.14844,48.26082,60.97062
Belgium,BEL,1996,38208.71875,48.773266,60.87253
Belgium,BEL,1997,39562.37109,50.29988,58.85165
Belgium,BEL,1998,40252.46875,49.44472,57.7108
Belgium,BEL,1999,41583.09766,51.10491,56.95496
Belgium,BEL,2000,43024.14063,52.970646,55.69435
Belgium,BEL,2001,43347.89063,52.792484,55.59895
Belgium,BEL,2002,43890.59766,53.71766,55.52733
Belgium,BEL,2003,44160.91016,55.915703,56.36905
Belgium,BEL,2004,45540.46875,57.090435,54.12447
Belgium,BEL,2005,46342.1875,63.273796,56.38897
Belgium,BEL,2006,47212.57813,60.26023,52.60511
Belgium,BEL,2007,48590.40234,61.016037,52.19044
Belgium,BEL,2008,48423.51563,65.654396,53.72979
Belgium,BEL,2009,47064.78906,64.385025,57.51933
Belgium,BEL,2010,47972.55859,69.09867,56.41521
Belgium,BEL,2011,48154.87109,67.528786,56.54201
Brazil,BRA,1996,11321.38965,15.900982,44.38955
Brazil,BRA,1997,11524.11133,15.198671,44.54918
Brazil,BRA,1998,11387.62305,14.644109,49.55166
Brazil,BRA,1999,11272.70703,13.644428,49.06897
Brazil,BRA,2000,11600.94824,13.205463,42.09633
Brazil,BRA,2001,11602.5,13.1499,42.46708
Brazil,BRA,2002,11800.84082,12.790789,47.1548
Brazil,BRA,2003,11786.33398,12.609983,47.70375
Brazil,BRA,2004,12316.37402,12.661911,44.2441
Brazil,BRA,2005,12565.94141,12.894449,46.60945
Brazil,BRA,2006,12922.15527,13.6727295,46.26872
Brazil,BRA,2007,13564.99414,15.1835165,44.40182
Brazil,BRA,2008,14114.97461,16.644289,43.11521
Brazil,BRA,2009,13962.25879,17.25405,43.95671
Brazil,BRA,2010,14873.20801,19.317396,45.73496
Brazil,BRA,2011,15323.33105,20.919428,43.33951
Bulgaria,BGR,1995,11362.64648,15.871054,59.5216
Bulgaria,BGR,1996,12015.92676,15.218238,63.4806
Bulgaria,BGR,1997,10382.85156,11.6641445,39.96394
Bulgaria,BGR,1998,10848.4209,14.167984,43.63634
Bulgaria,BGR,1999,9993.449219,14.213296,43.62626
Bulgaria,BGR,2000,10503.62012,15.97558,45.44375
Bulgaria,BGR,2001,11124.50586,16.91231,44.85054
Bulgaria,BGR,2002,12036.18359,17.264715,41.82652
Bulgaria,BGR,2003,12767.26855,17.42531,41.36289
Bulgaria,BGR,2004,13701.50098,17.387133,40.48001
Bulgaria,BGR,2005,14779.19336,19.274733,38.88213
Bulgaria,BGR,2006,15904.90234,19.62069,35.70623
Bulgaria,BGR,2007,17078.36914,20.245644,40.93576
Bulgaria,BGR,2008,18250.54102,20.501387,39.177363
Bulgaria,BGR,2009,17767.51367,21.017033,41.442878
Bulgaria,BGR,2010,18160.60742,23.100565,38.656982
Bulgaria,BGR,2011,18661.48047,23.712515,34.796476
Cambodia,KHM,1996,1214.926392,1.5068518,15.80448327
Cambodia,KHM,1997,1228.299683,1.4833804,12.5111962
Cambodia,KHM,1998,1252.3396,1.3490212,13.53152683
Cambodia,KHM,1999,1377.498657,1.3725711,13.9732639
Cambodia,KHM,2000,1481.65686,1.4149227,15.19424105
Cambodia,KHM,2001,1570.073853,1.3620656,15.27105933
Cambodia,KHM,2002,1642.608032,1.3941027,17.04734626
Cambodia,KHM,2003,1752.04126,1.4804914,15.93272798
Cambodia,KHM,2004,1902.09668,1.5548357,14.09135874
Cambodia,KHM,2005,2120.551758,1.7654465,12.54628235
Cambodia,KHM,2006,2313.343018,1.8179532,13.11980781
Cambodia,KHM,2007,2511.901123,1.9759583,14.65707842
Cambodia,KHM,2008,2640.631592,2.1253846,15.79840111
Cambodia,KHM,2009,2603.583496,1.9446102,20.22869743
Cambodia,KHM,2010,2716.699707,1.9493625,20.1822284
Cambodia,KHM,2011,2862.907959,2.0494177,19.93308126
Canada,CAN,1997,34034.45703,44.49898,52.66362
Canada,CAN,1998,34697.08984,44.221897,53.04809
Canada,CAN,1999,35782.69141,46.135338,50.3213
Canada,CAN,2000,37194.39453,48.0997,48.21312
Canada,CAN,2001,37309.64844,47.65457,48.13243
Canada,CAN,2002,38169.10547,47.368656,46.71843
Canada,CAN,2003,39268.21094,48.947586,46.20128
Canada,CAN,2004,40426.23047,49.97147,44.66891
Canada,CAN,2005,42046.87109,53.21647,43.75774
Canada,CAN,2006,43358.18359,52.629272,43.61158
Canada,CAN,2007,45888.47656,52.54481,43.306
Canada,CAN,2008,45851.62891,53.956257,43.41975
Canada,CAN,2009,44003.61719,50.187183,47.87278
Canada,CAN,2010,44861.52344,52.5742,47.52163
Canada,CAN,2011,45822.59766,54.738247,43.141494
Chile,CHL,1990,9849.648438,10.217053,24.14864
Chile,CHL,1991,10444.75098,10.965407,20.120522
Chile,CHL,1992,11421.03809,11.760703,20.60874
Chile,CHL,1993,11977.02539,12.317478,22.47655
Chile,CHL,1994,12382.88281,13.427241,22.64081
Chile,CHL,1995,13287.86719,15.035986,20.86806
Chile,CHL,1996,13990.92676,15.147533,22.84978
Chile,CHL,1997,14828.0166,15.38203,22.70722
Chile,CHL,1998,15271.47168,14.596497,23.95704
Chile,CHL,1999,15022.91504,14.155196,25.87662
Chile,CHL,2000,15638.00098,14.319135,25.0946
Chile,CHL,2001,15973.62012,14.177331,25.45786
Chile,CHL,2002,16293.18555,13.952596,25.51477
Chile,CHL,2003,16782.93945,14.278694,24.19347
Chile,CHL,2004,17807.16992,15.642367,22.625492
Chile,CHL,2005,18634.62695,17.545631,21.878383
Chile,CHL,2006,19603.69727,19.737719,20.411808
Chile,CHL,2007,20346.74023,21.209396,21.010884
Chile,CHL,2008,20840.4043,20.655039,23.340799
Chile,CHL,2009,20298.25,21.182268,26.927424
Chile,CHL,2010,21262.4668,23.995832,25.666872
Chile,CHL,2011,22337.86133,26.033329,23.388186
China,CHN,1990,1423.896362,2.189328,21.2184
China,CHN,1991,1534.705322,2.25109,19.420102
China,CHN,1992,1731.657227,2.432315,17.39002
China,CHN,1993,1949.534302,2.6291595,15.724224
China,CHN,1994,2178.924072,2.7920673,14.550388
China,CHN,1995,2391.477051,3.0420306,13.244756
China,CHN,1996,2601.363525,3.2180831,12.856743
China,CHN,1997,2812.711182,3.2628345,13.911759
China,CHN,1998,3004.427246,3.2003472,15.776116
China,CHN,1999,3206.72998,3.320289,17.449483
China,CHN,2000,3451.679199,3.524101,17.786586
China,CHN,2001,3712.338135,3.775427,18.63672
China,CHN,2002,4024.355713,4.0724883,19.441995
China,CHN,2003,4400.825195,4.3798833,19.312053
China,CHN,2004,4817.211914,4.7892036,18.610355
China,CHN,2005,5334.646484,5.240103,19.048895
China,CHN,2006,5979.781738,5.70952,19.359913
China,CHN,2007,6795.173828,6.339555,19.29201
China,CHN,2008,7412.874512,6.7905946,20.458074
China,CHN,2009,8069.354492,7.314836,23.53785
China,CHN,2010,8884.587891,8.160233,23.133888
China,CHN,2011,9680.097656,8.755135,24.4052
Colombia,COL,1990,8307.25293,12.202242,10.4
Colombia,COL,1991,8308.932617,11.571942,11.6
Colombia,COL,1992,8478.203125,12.032496,13.2
Colombia,COL,1993,8764.526367,12.007203,13.1
Colombia,COL,1994,9100.983398,12.118897,14
Colombia,COL,1995,9400.30957,12.136691,14.8
Colombia,COL,1996,9424.09668,12.026752,17.6
Colombia,COL,1997,9580.086914,12.097997,18.3
Colombia,COL,1998,9473.818359,11.842075,19.9
Colombia,COL,1999,8927.730469,11.3847885,22.6
Colombia,COL,2000,9042.663086,11.04398,30.09892
Colombia,COL,2001,9051.414063,11.027083,31.89531
Colombia,COL,2002,9137.463867,10.495688,31.529
Colombia,COL,2003,9356.209961,10.553985,31.22393
Colombia,COL,2004,9716.499023,10.728965,30.11737
Colombia,COL,2005,10049.12598,10.961963,29.18519
Colombia,COL,2006,10586.79492,11.455455,31.99686
Colombia,COL,2007,11161.51367,11.84688,32.26999
Colombia,COL,2008,11393.20215,12.6653185,29.75929
Colombia,COL,2009,11395.5625,12.9909935,32.39322
Colombia,COL,2010,11783.2998,13.992607,30.4603
Colombia,COL,2011,12480.54688,15.261172,30.24392
Costa Rica,CRI,1990,9932.629883,10.407295,28.72331
Costa Rica,CRI,1991,9895.495117,10.783928,22.76976
Costa Rica,CRI,1992,10528.34766,10.975786,21.62607
Costa Rica,CRI,1993,10988.77539,11.425903,22.91443
Costa Rica,CRI,1994,11198.02734,11.457872,19.9121
Costa Rica,CRI,1995,11378,11.751092,20.38503
Costa Rica,CRI,1996,11255.97363,11.078427,20.80265
Costa Rica,CRI,1997,11595.9375,11.226522,18.72895
Costa Rica,CRI,1998,12148.19727,11.975157,17.92111
Costa Rica,CRI,1999,12394.54785,11.688505,17.96284
Costa Rica,CRI,2000,12624.07031,11.7755375,19.84967
Costa Rica,CRI,2001,12832.57324,12.216593,21.26941
Costa Rica,CRI,2002,13054.71875,11.855461,23.17365
Costa Rica,CRI,2003,13411.84863,11.971055,22.10043
Costa Rica,CRI,2004,13802.72852,12.049881,21.79973
Costa Rica,CRI,2005,14149.51953,12.674956,21.47185
Costa Rica,CRI,2006,14976.81543,12.448823,19.84713
Costa Rica,CRI,2007,15989.33105,12.474863,18.50227
Costa Rica,CRI,2008,16527.43555,12.858949,18.79294
Costa Rica,CRI,2009,16174.27734,13.92298,20.06136
Costa Rica,CRI,2010,16830.43555,14.393219,21.78994
Costa Rica,CRI,2011,17360.20117,14.72274,20.55351
Croatia,HRV,2002,20773.8457,20.48642,46.80985575
Croatia,HRV,2003,21915.55859,21.303438,45.57950658
Croatia,HRV,2004,22818.54102,21.742834,44.2500684
Croatia,HRV,2005,23771.94531,23.412586,43.28782322
Croatia,HRV,2006,24940.02148,24.864307,43.0325805
Croatia,HRV,2007,26170.99609,26.065681,43.67179513
Croatia,HRV,2008,26670.2207,27.103188,42.00902625
Croatia,HRV,2009,24754.16016,26.007278,44.83565202
Croatia,HRV,2010,24500.06836,26.562008,45.36796548
Croatia,HRV,2011,24563.84766,28.587975,44.78755815
Cyprus,CYP,1995,28630.77734,31.736198,35.91084793
Cyprus,CYP,1996,28529.88672,31.336063,38.31796604
Cyprus,CYP,1997,28871.16797,32.127403,39.44652992
Cyprus,CYP,1998,30262.10547,31.289942,40.71620934
Cyprus,CYP,1999,31421.02344,32.990593,40.75624703
Cyprus,CYP,2000,32943.10938,37.073933,41.28103155
Cyprus,CYP,2001,33878.07422,36.84264,42.03693696
Cyprus,CYP,2002,34738.94141,35.53141,43.9707867
Cyprus,CYP,2003,35219.59375,32.61625,48.21761747
Cyprus,CYP,2004,36498.35156,32.660805,46.05551696
Cyprus,CYP,2005,37722.42188,37.081375,47.37623208
Cyprus,CYP,2006,38847.03906,37.981335,46.57668457
Cyprus,CYP,2007,39967.42969,38.346024,44.56664013
Cyprus,CYP,2008,40397.70313,39.743683,44.96473742
Cyprus,CYP,2009,38535.10547,40.4957,48.81119794
Cyprus,CYP,2010,38296.69922,41.430702,48.41576707
Cyprus,CYP,2011,37481.8125,41.143955,48.4860283
Czechia,CZE,1995,22758.59766,24.41806,54.04016233
Czechia,CZE,1996,23756.97852,25.458124,42.82928629
Czechia,CZE,1997,23659.32031,24.658945,43.65852416
Czechia,CZE,1998,23597.30664,23.894592,44.06647707
Czechia,CZE,1999,23948.38477,24.11468,43.17613167
Czechia,CZE,2000,24976.50586,24.99341,42.44570306
Czechia,CZE,2001,25833.41406,27.296064,44.87181634
Czechia,CZE,2002,26289.62695,26.66842,46.74589976
Czechia,CZE,2003,27239.55859,28.30444,51.04484308
Czechia,CZE,2004,28542.25391,28.998938,44.35857642
Czechia,CZE,2005,30384.44727,30.995367,44.09965675
Czechia,CZE,2006,32352.8125,31.548971,43.02053422
Czechia,CZE,2007,33956.24609,33.9257,42.12705112
Czechia,CZE,2008,34580.44141,34.9061,42.17262657
Czechia,CZE,2009,32782.61328,34.344757,45.94298079
Czechia,CZE,2010,33483.13672,34.754707,45.08055829
Czechia,CZE,2011,34002.19141,35.788155,44.40663097
Denmark,DNK,1990,39027.98047,37.689945,61.99082
Denmark,DNK,1991,39469.32422,38.28121,62.64265
Denmark,DNK,1992,40108.89063,39.69486,63.11169
Denmark,DNK,1993,39979.75781,40.130573,66.87545
Denmark,DNK,1994,41969.6875,42.327744,66.29922
Denmark,DNK,1995,43015.67578,43.13151,65.17492
Denmark,DNK,1996,44013.38672,44.58613,64.58781
Denmark,DNK,1997,45260.13672,45.786285,61.70673
Denmark,DNK,1998,46096.37109,46.091236,60.90018
Denmark,DNK,1999,47298.53906,47.36426,59.61616
Denmark,DNK,2000,48907.01172,49.45022,57.35695
Denmark,DNK,2001,49133.22266,48.86709,57.61225
Denmark,DNK,2002,49204.89844,48.93154,57.74612
Denmark,DNK,2003,49262.64453,50.505646,57.93489
Denmark,DNK,2004,50446.54297,53.430977,57.11444
Denmark,DNK,2005,51483.27344,57.733273,54.86854
Denmark,DNK,2006,53322.28906,58.512756,53.35626
Denmark,DNK,2007,53569.02734,59.79641,52.38736
Denmark,DNK,2008,52982.53125,62.95679,53.31223
Denmark,DNK,2009,50114.05078,62.821857,60.33388
Denmark,DNK,2010,50825.41406,68.3601,60.34815
Denmark,DNK,2011,51293.20703,69.12133,57.073535
Dominican Republic,DOM,1990,6203.208008,7.970508,12.25163
Dominican Republic,DOM,1991,6143.848145,7.6652966,11.48462
Dominican Republic,DOM,1992,6706.026367,8.44671,12.57192
Dominican Republic,DOM,1993,7068.10791,8.843941,14.19915
Dominican Republic,DOM,1994,7122.376465,9.257128,12.855129
Dominican Republic,DOM,1995,7396.841797,9.373549,11.809029
Dominican Republic,DOM,1996,7707.39502,9.752136,12.092826
Dominican Republic,DOM,1997,8255.564453,10.190414,12.485851
Dominican Republic,DOM,1998,8670.4375,10.275898,12.391149
Dominican Republic,DOM,1999,9043.597656,10.516266,13.719169
Dominican Republic,DOM,2000,9322.139648,10.741322,12.334591
Dominican Republic,DOM,2001,9410.032227,12.159381,14.025807
Dominican Republic,DOM,2002,9690.598633,11.998438,17.45343
Dominican Republic,DOM,2003,9424.794922,11.167237,18.6627
Dominican Republic,DOM,2004,9533.319336,11.204515,18.51728
Dominican Republic,DOM,2005,10291.30371,12.313813,17.31748
Dominican Republic,DOM,2006,11087.48242,13.39217,18.40343
Dominican Republic,DOM,2007,11756.4668,14.156733,18.15945
Dominican Republic,DOM,2008,11980.83984,13.8189745,20.52777
Dominican Republic,DOM,2009,11944.34766,14.579355,19.07821
Dominican Republic,DOM,2010,12782.45703,15.407397,17.99727
Dominican Republic,DOM,2011,13024.32813,15.218588,18.13044
Estonia,EST,1995,12730.71777,12.301138,39.70114837
Estonia,EST,1996,13558.56836,13.50568,37.95721829
Estonia,EST,1997,15503.84473,13.651728,35.47079433
Estonia,EST,1998,16332.82031,13.645548,38.26044537
Estonia,EST,1999,16215.5791,14.061493,39.72582903
Estonia,EST,2000,17765.20703,15.343206,35.26409525
Estonia,EST,2001,18952.10742,16.098131,33.54714283
Estonia,EST,2002,20364.00781,17.122402,34.437542
Estonia,EST,2003,22049.68359,17.849754,33.37992782
Estonia,EST,2004,23691.15234,18.683674,34.79961693
Estonia,EST,2005,26096.98828,21.846905,35.36885021
Estonia,EST,2006,28814.91992,22.57687,34.71135554
Estonia,EST,2007,31140.58008,25.209894,34.99911212
Estonia,EST,2008,29621.76367,26.09065,41.35317975
Estonia,EST,2009,25337.17578,27.819883,48.17325552
Estonia,EST,2010,26015.74609,30.204777,44.81960706
Estonia,EST,2011,27990.13672,30.91355,42.62489527
Finland,FIN,1990,32939.38281,32.17027,49.54207
Finland,FIN,1991,30831.60938,31.542807,58.92604
Finland,FIN,1992,29648.74414,32.590652,64.86032
Finland,FIN,1993,29310.30664,34.485252,69.12553
Finland,FIN,1994,30340.82422,36.920357,67.58861
Finland,FIN,1995,31499.80664,40.329865,65.295
Finland,FIN,1996,32548.01563,39.653557,64.17372
Finland,FIN,1997,34506.77344,41.89941,60.6659
Finland,FIN,1998,36293.39063,44.723362,56.37949
Finland,FIN,1999,37795.05859,46.023457,54.64388
Finland,FIN,2000,39894.19531,47.46425,51.05488
Finland,FIN,2001,40842.33984,47.483337,50.45162
Finland,FIN,2002,41439.01953,46.907173,50.91052
Finland,FIN,2003,42168.69531,47.85348,52.00198
Finland,FIN,2004,43724.96484,49.805534,51.76535
Finland,FIN,2005,44786.91016,52.73542,51.8227
Finland,FIN,2006,46412.19922,53.03463,50.5456
Finland,FIN,2007,48664.26563,56.579884,48.68212
Finland,FIN,2008,48817.98828,57.646393,50.53355
Finland,FIN,2009,44662.10156,54.963795,56.97453
Finland,FIN,2010,45874.66016,57.055943,56.49507
Finland,FIN,2011,46825.82422,57.478252,54.862534
France,FRA,1990,33732.01563,40.628033,52.2363
France,FRA,1991,33897.23047,40.906864,53.47425
France,FRA,1992,34268.54297,42.00623,54.96788
France,FRA,1993,33905.88281,42.577908,58.30627
France,FRA,1994,34576.54297,43.298325,57.38131
France,FRA,1995,35177.66016,44.417713,57.82695
France,FRA,1996,35548.62891,45.24303,58.07357
France,FRA,1997,36250.6875,47.492073,57.63285
France,FRA,1998,37413.4375,49.58453,56.06974
France,FRA,1999,38494.94531,50.931835,55.59106
France,FRA,2000,39732.28125,53.307465,54.56844
France,FRA,2001,40226.62891,54.71325,54.68121
France,FRA,2002,40388.625,55.974445,55.82669
France,FRA,2003,40433.48828,54.45298,56.22148
France,FRA,2004,41272.63281,54.626713,56.02873
France,FRA,2005,41643.98828,58.805424,56.27096
France,FRA,2006,42367.57031,60.341972,55.57141
France,FRA,2007,43127.21094,61.384407,55.31333
France,FRA,2008,42996.21094,61.362904,56.20906
France,FRA,2009,41546.49219,60.533497,59.17557
France,FRA,2010,42147.67188,62.623447,59.06962
France,FRA,2011,42864.01953,63.61985,58.48595
Germany,DEU,1991,38294.15625,39.042515,48.93719
Germany,DEU,1992,38734.9375,40.763165,50.31732
Germany,DEU,1993,38105.23047,42.447567,51.34832
Germany,DEU,1994,38881.57031,44.128757,50.99767
Germany,DEU,1995,39366.08984,45.659077,58.36138
Germany,DEU,1996,39568.60156,46.71666,52.5493
Germany,DEU,1997,40218.84766,48.596165,51.61664
Germany,DEU,1998,41022.61328,49.783123,51.37578
Germany,DEU,1999,41769.8125,51.45359,51.38738
Germany,DEU,2000,42928.17969,52.285507,48.297
Germany,DEU,2001,43576.63672,53.48152,50.70411
Germany,DEU,2002,43417.30859,53.929928,50.91081
Germany,DEU,2003,43089.47266,56.040497,51.4789
Germany,DEU,2004,43605.27734,57.46974,49.94896
Germany,DEU,2005,43949.28906,60.835007,49.75141
Germany,DEU,2006,45678.08203,60.941315,48.20568
Germany,DEU,2007,47100.60938,63.31257,46.33598
Germany,DEU,2008,47643.22266,64.230896,46.80775
Germany,DEU,2009,45044.48828,61.58084,50.78624
Germany,DEU,2010,46999.23828,63.392994,50.37268
Germany,DEU,2011,49757.92578,65.64055,47.05467
Germany,DEU,1990,36699.48047,35.48058,47.42413
Greece,GRC,1995,24920.83789,24.422226,57.5003
Greece,GRC,2000,29133.96484,29.945686,54.56091
Greece,GRC,2003,32981.49609,31.434181,50.174
Greece,GRC,2004,34565.0625,32.293423,50.83198
Greece,GRC,2005,34670.33594,31.981937,49.26404
Greece,GRC,2006,36520.20703,34.261112,49.88877
Greece,GRC,2007,37619.82422,34.34362,52.40806
Greece,GRC,2008,37394.33594,35.341404,55.72174
Greece,GRC,2009,35692.10156,35.15161,58.94911
Greece,GRC,2010,33693.21094,34.640182,56.05274
Greece,GRC,2011,30318.4043,33.544884,56.89827
Greece,GRC,1990,24262.94727,21.163189,54.2254
Greece,GRC,1991,24716.625,22.957603,50.73702
Greece,GRC,1992,24700.23828,22.959055,54.8978
Greece,GRC,1993,24162.47656,23.204052,58.1873
Greece,GRC,1994,24522.63281,23.899431,57.5062
Greece,GRC,1996,25521.39063,25.27915,55.0761
Greece,GRC,1997,26534.60938,27.682163,54.65464
Greece,GRC,1998,27415.74414,28.066174,52.95714
Greece,GRC,1999,28149.96484,28.65987,52.27032
Greece,GRC,2001,30180.35742,31.08533,52.22326
Greece,GRC,2002,31249.5332,31.685326,51.13314
Hong Kong,HKG,1990,28798.45898,30.08892,14.2843
Hong Kong,HKG,1991,30189.1582,31.044765,13.3548
Hong Kong,HKG,1992,31803.28711,35.249393,14.0771
Hong Kong,HKG,1993,33200.20703,36.32831,15.8837
Hong Kong,HKG,1994,34420.24609,36.923283,15.6758
Hong Kong,HKG,1995,34546.41406,38.503506,16.4196
Hong Kong,HKG,1996,34453.83594,38.27425,14.8599
Hong Kong,HKG,1997,35910.65625,38.6659,14.2386
Hong Kong,HKG,1998,33517.19141,36.353676,18.515
Hong Kong,HKG,1999,34030.76953,36.439953,17.6086
Hong Kong,HKG,2000,36317.12109,39.117367,17.6749
Hong Kong,HKG,2001,36252.66016,40.923954,18.3873
Hong Kong,HKG,2002,36690.39844,42.99499,18.725
Hong Kong,HKG,2003,37886.46484,44.95894,20.0416
Hong Kong,HKG,2004,40862.67188,50.00593,18.75
Hong Kong,HKG,2005,43690.39063,52.222424,16.889452
Hong Kong,HKG,2006,46463.58203,48.138252,15.434449
Hong Kong,HKG,2007,49043.94922,49.574165,14.586622
Hong Kong,HKG,2008,49788.8125,48.996628,18.837799
Hong Kong,HKG,2009,48459.96484,44.87837,18.077693
Hong Kong,HKG,2010,51360.96875,47.956963,17.317984
Hong Kong,HKG,2011,53472.99219,51.55522,20.461962
Hungary,HUN,1991,16432.10547,14.861748,5.85878
Hungary,HUN,1993,15861.10645,18.909113,4.54712
Hungary,HUN,1994,16350.92383,19.135939,6.77667
Hungary,HUN,1998,17931.35742,19.863832,58.33793
Hungary,HUN,1999,18534.46094,19.768736,56.00639
Hungary,HUN,2000,19415.02344,21.24833,53.12618
Hungary,HUN,2001,20252.41016,22.846094,52.60909
Hungary,HUN,2002,21273.125,24.288334,55.58211
Hungary,HUN,2003,22205.54297,25.020475,53.46347
Hungary,HUN,2004,23367.60742,24.977934,53.06927
Hungary,HUN,2005,24419.82813,28.270016,54.26377
Hungary,HUN,2006,25423.42578,28.380608,56.07501
Hungary,HUN,2007,25533.36719,29.219303,54.77571
Hungary,HUN,2008,25835.54883,32.15439,53.34053
Hungary,HUN,2009,24168.98438,32.217777,55.99396
Hungary,HUN,2010,24486.04102,34.13525,53.61106
