Entity,Code,Year,Government Expenditure (IMF based on Mauro et al. (2015))
Uzbekistan,UZB,1994,33.97829143
Uzbekistan,UZB,1995,38.55699627
Uzbekistan,UZB,1996,49.84862442
Uzbekistan,UZB,1997,39.93193443
Uzbekistan,UZB,1998,44.73897242
Uzbekistan,UZB,1999,42.19321494
Uzbekistan,UZB,2000,39.82606456
Uzbekistan,UZB,2001,36.34003564
Uzbekistan,UZB,2002,37.9674986
Uzbekistan,UZB,2003,33.71913404
Uzbekistan,UZB,2004,32.02130959
Uzbekistan,UZB,2005,29.93728974
Uzbekistan,UZB,2006,29.38066762
Uzbekistan,UZB,2007,30.7148728
Uzbekistan,UZB,2008,30.72946511
Uzbekistan,UZB,2009,34.09977803
Uzbekistan,UZB,2010,32.17130324
Uzbekistan,UZB,2011,31.49705793
Vanuatu,VUT,1991,35.93483161
Vanuatu,VUT,1992,31.83243279
Vanuatu,VUT,1993,26.20034332
Vanuatu,VUT,1994,24.35467781
Vanuatu,VUT,1995,27.96177163
Vanuatu,VUT,1996,25.00938295
Vanuatu,VUT,1997,22.67303981
Vanuatu,VUT,1998,28.53463712
Vanuatu,VUT,1999,24.62276749
Vanuatu,VUT,2000,26.15870814
Vanuatu,VUT,2001,23.0847832
Vanuatu,VUT,2002,23.20767105
Vanuatu,VUT,2003,19.76005205
Vanuatu,VUT,2004,19.43930922
Vanuatu,VUT,2005,19.10603778
Vanuatu,VUT,2006,20.80012784
Vanuatu,VUT,2007,22.62558644
Vanuatu,VUT,2008,27.58128135
Vanuatu,VUT,2009,27.26261959
Vanuatu,VUT,2010,27.60848758
Vanuatu,VUT,2011,25.2799693
Venezuela,VEN,1990,36.95353
Venezuela,VEN,1991,38.05179
Venezuela,VEN,1992,34.63493
Venezuela,VEN,1993,32.28473
Venezuela,VEN,1994,47.34489
Venezuela,VEN,1995,39.07547
Venezuela,VEN,1996,32.62026
Venezuela,VEN,1997,33.99548
Venezuela,VEN,1998,32.67222
Venezuela,VEN,1999,29.64177
Venezuela,VEN,2000,31.37346
Venezuela,VEN,2001,35.29691
Venezuela,VEN,2002,36.20643
Venezuela,VEN,2003,37.38695
Venezuela,VEN,2004,35.67094
Venezuela,VEN,2005,36.50513
Venezuela,VEN,2006,41.24905
Venezuela,VEN,2007,37.78457
Venezuela,VEN,2008,35.7658
Venezuela,VEN,2009,34.50349
Venezuela,VEN,2010,40.31084
Venezuela,VEN,2011,41.460767
Vietnam,VNM,1998,20.90461365
Vietnam,VNM,1999,21.78915943
Vietnam,VNM,2000,23.38184881
Vietnam,VNM,2001,25.30049138
Vietnam,VNM,2002,26.06829152
Vietnam,VNM,2003,29.22531038
Vietnam,VNM,2004,27.89180151
Vietnam,VNM,2005,29.30227553
Vietnam,VNM,2006,29.21073835
Vietnam,VNM,2007,31.73400401
Vietnam,VNM,2008,30.57187762
Vietnam,VNM,2009,35.71641997
Vietnam,VNM,2010,33.97985657
Vietnam,VNM,2011,32.29421738
Yemen,YEM,1995,25.53335229
Yemen,YEM,1996,33.26668168
Yemen,YEM,1997,28.09141001
Yemen,YEM,1998,37.29909301
Yemen,YEM,1999,31.66649438
Yemen,YEM,2000,33.90895615
Yemen,YEM,2001,32.49092564
Yemen,YEM,2002,32.6292181
Yemen,YEM,2003,37.07349968
Yemen,YEM,2004,36.26766635
Yemen,YEM,2005,38.92194517
Yemen,YEM,2006,39.68064788
Yemen,YEM,2007,42.60970669
Yemen,YEM,2008,43.63938589
Yemen,YEM,2009,37.70917242
Yemen,YEM,2010,32.45818012
Yemen,YEM,2011,33.09941469
Zambia,ZMB,2000,26.72583571
Zambia,ZMB,2001,33.84078541
Zambia,ZMB,2002,35.1978158
Zambia,ZMB,2003,34.69234371
Zambia,ZMB,2004,30.07205716
Zambia,ZMB,2005,28.75671985
Zambia,ZMB,2006,25.41512681
Zambia,ZMB,2007,25.94399699
Zambia,ZMB,2008,25.53600338
Zambia,ZMB,2009,22.91414504
Zambia,ZMB,2010,24.37742791
Zambia,ZMB,2011,25.01366875
Zimbabwe,ZWE,2005,27.06882753
Zimbabwe,ZWE,2006,15.69618628
Zimbabwe,ZWE,2007,9.886322653
Zimbabwe,ZWE,2008,8.67176703
Zimbabwe,ZWE,2009,21.87646468
Zimbabwe,ZWE,2010,30.20767958
Zimbabwe,ZWE,2011,35.99375193
